8.947368421052630527e-01,-4.547041998616805913e-01,5.511566058929462386e-02,2.842467554178285738e+01,1.000000000000000000e+00
9.473684210526315264e-01,-4.547041998616805913e-01,5.511566058929462386e-02,2.834733297406680563e+01,1.000000000000000000e+00
9.473684210526315264e-01,-4.547041998616805913e-01,1.653469817678838716e-01,2.483843030778736249e+01,1.000000000000000000e+00
1.000000000000000000e+00,-4.547041998616805913e-01,5.511566058929462386e-02,2.827487234127753624e+01,1.000000000000000000e+00
1.000000000000000000e+00,-4.547041998616805913e-01,1.653469817678838716e-01,2.487705277387265568e+01,1.000000000000000000e+00
5.263157894736841813e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.349145669233856992e+01,1.000000000000000000e+00
5.789473684210526550e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.339884803554644677e+01,1.000000000000000000e+00
6.315789473684210176e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.331379832390078732e+01,1.000000000000000000e+00
6.842105263157893802e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.323541870958580091e+01,1.000000000000000000e+00
7.368421052631578538e-01,-3.720307089777386556e-01,-5.511566058929462386e-02,2.722032450143061055e+01,1.000000000000000000e+00
7.368421052631578538e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.316295440007324657e+01,1.000000000000000000e+00
7.894736842105263275e-01,-3.720307089777386556e-01,-5.511566058929462386e-02,2.700683232126647226e+01,1.000000000000000000e+00
7.894736842105263275e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.309576031163053500e+01,1.000000000000000000e+00
7.894736842105263275e-01,-3.720307089777386556e-01,1.653469817678838716e-01,1.917573525673687840e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.720307089777386556e-01,-5.511566058929462386e-02,2.680819433243903660e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.303328184134462475e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.720307089777386556e-01,1.653469817678838716e-01,1.925138322906269295e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.720307089777386556e-01,-5.511566058929462386e-02,2.662291669855565601e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.297503954505711476e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.720307089777386556e-01,1.653469817678838716e-01,1.932186777707882896e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.720307089777386556e-01,-5.511566058929462386e-02,2.644969886569292683e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.720307089777386556e-01,5.511566058929462386e-02,2.292061682608622419e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.720307089777386556e-01,1.653469817678838716e-01,1.938769991289589711e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.720307089777386556e-01,-1.653469817678838716e-01,2.970417614377202042e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.720307089777386556e-01,-5.511566058929462386e-02,2.628740335994819688e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.720307089777386556e-01,5.511566058929462386e-02,2.286964996656550753e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.720307089777386556e-01,1.653469817678838716e-01,1.944932539366456936e+01,1.000000000000000000e+00
3.157894736842105088e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.803937811453031514e+01,1.000000000000000000e+00
3.684210526315789269e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.796389251073210858e+01,1.000000000000000000e+00
4.210526315789473450e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.789582537470459300e+01,1.000000000000000000e+00
4.736842105263157632e-01,-2.893572180937967753e-01,-5.511566058929462386e-02,2.286746041496621729e+01,1.000000000000000000e+00
4.736842105263157632e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.783413450108576370e+01,1.000000000000000000e+00
5.263157894736841813e-01,-2.893572180937967753e-01,-5.511566058929462386e-02,2.258806908017838921e+01,1.000000000000000000e+00
5.263157894736841813e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.777796414713571949e+01,1.000000000000000000e+00
5.789473684210526550e-01,-2.893572180937967753e-01,-5.511566058929462386e-02,2.233236775824299514e+01,1.000000000000000000e+00
5.789473684210526550e-01,-2.893572180937967753e-01,5.511566058929462386e-02,1.772660512299598423e+01,1.000000000000000000e+00
