1.000000000000000000e+00,-4.960409453036515037e-01,1.653469817678838716e-01,2.757884469499038005e+01,1.000000000000000000e+00
5.789473684210526550e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.434007545065549394e+01,1.000000000000000000e+00
6.315789473684210176e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.424893494118465398e+01,1.000000000000000000e+00
6.842105263157893802e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.416493388346031068e+01,1.000000000000000000e+00
7.368421052631578538e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.408726532004578758e+01,1.000000000000000000e+00
7.894736842105263275e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.401523944614649508e+01,1.000000000000000000e+00
7.894736842105263275e-01,-3.858096241250623670e-01,1.653469817678838716e-01,2.009977966613055145e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.858096241250623670e-01,-5.511566058929462386e-02,2.771880199140541734e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.394826310129833757e+01,1.000000000000000000e+00
8.421052631578946901e-01,-3.858096241250623670e-01,1.653469817678838716e-01,2.017061525643287823e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.858096241250623670e-01,-5.511566058929462386e-02,2.752964901704655887e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.388582342210837339e+01,1.000000000000000000e+00
8.947368421052630527e-01,-3.858096241250623670e-01,1.653469817678838716e-01,2.023661931418589432e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.858096241250623670e-01,-5.511566058929462386e-02,2.735279334521847616e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.858096241250623670e-01,5.511566058929462386e-02,2.382747470358504671e+01,1.000000000000000000e+00
9.473684210526315264e-01,-3.858096241250623670e-01,1.653469817678838716e-01,2.029826970004664588e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.858096241250623670e-01,-5.511566058929462386e-02,2.718707657873877181e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.858096241250623670e-01,5.511566058929462386e-02,2.377282775780038904e+01,1.000000000000000000e+00
1.000000000000000000e+00,-3.858096241250623670e-01,1.653469817678838716e-01,2.035598328810179325e+01,1.000000000000000000e+00
3.157894736842105088e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.704709222542118852e+01,1.000000000000000000e+00
3.684210526315789269e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.698201885741822181e+01,1.000000000000000000e+00
4.210526315789473450e-01,-2.755783029464731193e-01,-5.511566058929462386e-02,2.220865981140998713e+01,1.000000000000000000e+00
4.210526315789473450e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.692334757045528804e+01,1.000000000000000000e+00
4.736842105263157632e-01,-2.755783029464731193e-01,-5.511566058929462386e-02,2.190991905860123268e+01,1.000000000000000000e+00
4.736842105263157632e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.687017798808702906e+01,1.000000000000000000e+00
5.263157894736841813e-01,-2.755783029464731193e-01,-5.511566058929462386e-02,2.163765544981067634e+01,1.000000000000000000e+00
5.263157894736841813e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.682177099219551764e+01,1.000000000000000000e+00
5.789473684210526550e-01,-2.755783029464731193e-01,-5.511566058929462386e-02,2.138850919985522836e+01,1.000000000000000000e+00
5.789473684210526550e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.677751417170502179e+01,1.000000000000000000e+00
6.315789473684210176e-01,-2.755783029464731193e-01,-1.653469817678838716e-01,2.557491451516112591e+01,1.000000000000000000e+00
6.315789473684210176e-01,-2.755783029464731193e-01,-5.511566058929462386e-02,2.115966427462131705e+01,1.000000000000000000e+00
6.315789473684210176e-01,-2.755783029464731193e-01,5.511566058929462386e-02,1.673689578905148423e+01,1.000000000000000000e+00
6.315789473684210176e-01,-2.755783029464731193e-01,1.653469817678838716e-01,1.666039492771187369e+01,1.000000000000000000e+00
