300,0.0,300,0.0
310,0.0,310,0.0
320,0.0,320,0.0
330,0.0,330,0.0
340,0.0,340,0.0
350,0.0,350,0.0
360,0.0,360,0.0
370,0.1564163577636705,370,0.07374915306577726
380,-0.08430861774435552,380,-0.13082734930394785
390,0.24420676075809752,390,0.11892133425134566
400,0.07093674184277364,400,0.26083382953633355
410,0.16483701150291907,410,0.2781240955050594
420,0.4040762952655831,420,0.32939216419988
430,0.13405783483428965,430,-0.03571056793458041
440,0.38773921270985534,440,0.15312377877088573
450,0.27241312244362087,450,0.05777227761155086
460,0.34311319391645495,460,0.11807315706017513
470,0.41000118193062085,470,0.5151397180996105
480,0.04840494239254424,480,0.174022942784527
490,0.0957907067497034,490,0.2576836428815069
500,0.16764552156597864,500,0.37198957982237035
510,0.1992572707860024,510,0.3780376781223078
520,0.18224983891322072,520,0.28031817287692984
530,0.34921688374559534,530,0.2183037089228782
540,0.32248743619555986,540,0.16205060801287585
550,0.17011495581056718,550,-0.011476562362093818
560,0.18246180193684786,560,-0.005542572990520015
570,0.32474230664322523,570,0.16126289880083822
580,0.5588658693325814,580,0.5412908186879395
590,0.07462723914985225,590,0.24126073480700994
600,-0.012838392279231968,600,0.1655697793790779
610,0.17455382563358085,610,0.3664408299952723
620,0.14037088691376107,620,0.22269218876328115
630,0.07156872975371098,630,0.20226571529619491
640,0.3616492302939833,640,0.3613309606618806
650,0.20541915291764157,650,0.019549037576335263
660,0.4491405443593659,660,0.19266105951392476
670,0.25415569390543075,670,0.041842866269977144
680,0.39855127749481134,680,0.2106814925855134
690,0.3421327023838486,690,0.5161143578923009
700,0.04851580035428789,700,0.22558294828182796
710,0.07493608097875681,710,0.2110654317433411
720,-0.0066579796378585165,720,0.14856169731297225
730,0.2653994870575291,730,0.5340691214381645
740,0.47114211115386545,740,0.4193018723339164
750,0.299791462931018,750,0.13857830391946652
760,0.25050745916441275,760,0.04533570480655683
770,0.4789177731156965,770,0.22030695455415186
780,0.31209767197454813,780,0.09154559453724459
790,0.4052625729852386,790,0.39691506599494114
800,0.03151649589805635,800,0.14699180553215102
810,-0.031024299551781064,810,0.1400506667016863
820,0.09160606251637748,820,0.31983237175696655
830,0.18158046488615281,830,0.37662253235260085
840,-0.011564988654159126,840,0.18329860074484827
850,0.4192726136343359,850,0.43985773427248054
860,0.3202198869780763,860,0.2502691633111632
870,0.09201373373053151,870,-0.07329206715899848
880,0.3409522764041091,880,0.1123820148951189
890,0.4478164256550204,890,0.20589704501078865
900,0.4314035955770455,900,0.2213908268252759
910,0.18285354341456367,910,0.3675965486286993
920,0.18377324187137528,920,0.4399806208107184
930,-0.0032665712598243324,930,0.15358216506431252
940,0.02253960177011751,940,0.2009549255549915
950,0.41337861115218877,950,0.5477491889753271
960,0.37888162905687234,960,0.17594393896031343
970,0.33779201175276025,970,0.12627209487593644
980,0.2724947217057841,980,0.05826577434447414
990,0.5269101678441567,990,0.23424222297098807
1000,0.4463700706057609,1000,0.44594386888187265
1010,0.1662248491530176,1010,0.31186847882783475
1020,0.024361118367330476,1020,0.2003014812643618
1030,0.1098947003341201,1030,0.23633649566762305
1040,0.22556669344872768,1040,0.3951156559707445
1050,0.34614407009632586,1050,0.5588587172060173
1060,0.5170337312524506,1060,0.5236735054772368
1070,0.12697592914917685,1070,-0.032030473720685945
1080,0.31236230065741993,1080,0.06640066811782051
1090,0.3941257366349398,1090,0.17552944071625726
1100,0.4538557463450837,1100,0.17043387563599388
1110,0.5327076166176885,1110,0.6995833092880397
1120,0.05826382376450212,1120,0.30149236866662715
1130,0.012892033228462765,1130,0.1797813799586182
1140,-0.013873825147717298,1140,0.19636358539749757
1150,-0.00559621393975081,1150,0.0049811310552377065
1160,0.0,1160,0.0
1170,0.0,1170,0.0
